,Country,Year, Quantity in Millions _x,Investment_Totals,Counts,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
1234,Myanmar,2019,5420,15,16,March,State Construction Engineering,150,,,Real estate,Construction,East Asia,1,MMR,1
1243,Myanmar,2019,5420,15,16,October,Sinomach,210,,,Transport,Shipping,East Asia,1,MMR,1
1233,Nepal,2019,2100,11,11,February,"ZTE, China Telecom",170,,,Technology,Telecom,West Asia,1,NPL,1
1231,New Zealand,2019,2490,8,9,March,Yili Industrial,400,100%,Westland Cooperative Dairy,Agriculture,Unspecified,East Asia,1,NZL,1
1228,Niger,2019,2930,3,4,September,CNPC,2620,,,Energy,Oil,Sub-Saharan Africa,1,NER,1
1229,Niger,2019,2930,3,4,March,China Energy Engineering,170,,,Energy,Hydro,Sub-Saharan Africa,1,NER,1
1223,Nigeria,2019,25270,31,33,November,China Railway Construction,390,10%,,Transport,Rail,Sub-Saharan Africa,1,NER,1
1225,Nigeria,2019,25270,31,33,August,Sinomach,150,,Proton Energy,Energy,Gas,Sub-Saharan Africa,1,NER,1
1226,Nigeria,2019,25270,31,33,May,China Railway Construction,250,100%,,Transport,Shipping,Sub-Saharan Africa,1,NER,1
1244,Nigeria,2019,25270,31,33,November,China Railway Construction,1660,,,Transport,Rail,Sub-Saharan Africa,1,NER,1
1293,Nigeria,2019,25270,31,33,November,Meituan Dianping-led consortium,100,,Opera,Other,Consumer,Sub-Saharan Africa,1,NER,1
1292,Oman,2019,4460,6,9,December,State Grid,970,49%,Oman Electricity Transmission,Energy,Unspecified,Arab Middle East and North Africa,1,OMN,1
1345,Pakistan,2019,45830,60,63,November,Power Construction Corp,340,,,Energy,Hydro,West Asia,1,PAK,1
1346,Pakistan,2019,45830,60,63,April,Shanghai Electric,1460,,,Energy,Coal,West Asia,1,PAK,1
1351,Pakistan,2019,45830,60,63,April,China Energy Engineering,1290,70%,Descon,Energy,Hydro,West Asia,1,PAK,1
1353,Pakistan,2019,45830,60,63,April,Datang,970,100%,,Energy,Coal,West Asia,1,PAK,1
1338,Peru,2019,20060,12,14,January,China Ocean Shipping,230,60%,Volcan,Logistics,Unspecified,South America,1,PER,1
1355,Peru,2019,20060,12,14,January,Fosun,110,51%,La Positiva Seguros y Reaseguros,Finance,Unspecified,South America,1,PER,1
1357,Peru,2019,20060,12,14,September,Three Gorges,3590,84%,Luz del Sur,Energy,Unspecified,South America,1,PER,1
1368,Philippines,2019,8380,19,21,December,China Communications Construction,360,50%,SM Prime,Real estate,Construction,East Asia,1,PHL,1
1369,Philippines,2019,8380,19,21,October,Redco,100,,Infradev,Transport,Rail,East Asia,1,PHL,1
1370,Philippines,2019,8380,19,21,September,China Telecom,860,40%,Mislatel,Technology,Telecom,East Asia,1,PHL,1
1371,Philippines,2019,8380,19,21,September,Hebei Steel,500,,SteelAsia,Metals,Steel,East Asia,1,PHL,1
1372,Philippines,2019,8380,19,21,April,China Energy Engineering,800,,,Energy,Hydro,East Asia,1,PHL,1
1373,Philippines,2019,8380,19,21,January,State Grid,400,40%,,Energy,Unspecified,East Asia,1,PHL,1
1374,Philippines,2019,8380,19,21,January,China Railway Construction,300,9%,,Transport,Rail,East Asia,1,PHL,1
1364,Poland,2019,1520,9,11,November,Power Construction Corp,190,,,Transport,Autos,Europe,1,PNH,1
1365,Poland,2019,1520,9,11,September,Yifan Pharmaceuticals,100,32%,Bioton,Health,Unspecified,Europe,1,PNH,1
1304,Russian Federation,2019,33180,44,47,August,Haier,340,,,Other,Consumer,West Asia,1,RUS,1
1305,Russian Federation,2019,33180,44,47,July,Bomesc Offshore Engineering,610,,Technip,Energy,Gas,West Asia,1,RUS,1
1306,Russian Federation,2019,33180,44,47,July,China Railway Construction,110,,Afi Development,Real estate,Construction,West Asia,1,RUS,1
1308,Russian Federation,2019,33180,44,47,April,China Railway Construction,420,,,Transport,Rail,West Asia,1,RUS,1
1309,Russian Federation,2019,33180,44,47,April,"CNPC, CNOOC",4040,20%,,Energy,Gas,West Asia,1,RUS,1
1310,Russian Federation,2019,33180,44,47,March,CIC,100,,,Metals,Steel,West Asia,1,RUS,1
1311,Russian Federation,2019,33180,44,47,February,China National Chemical Engineering,1480,,,Chemicals,Unspecified,West Asia,1,RUS,1
1295,Saudi Arabia,2019,21560,40,42,July,China Energy Engineering,780,,,Other,Industry,Arab Middle East and North Africa,1,SAU,1
1296,Saudi Arabia,2019,21560,40,42,June,SAFE,960,25%,ACWA Power,Energy,Alternative,Arab Middle East and North Africa,1,SAU,1
1297,Saudi Arabia,2019,21560,40,42,May,China Communications Construction,120,,,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
1298,Saudi Arabia,2019,21560,40,42,February,State Construction Engineering,670,,,Real estate,Construction,Arab Middle East and North Africa,1,SAU,1
1299,Saudi Arabia,2019,21560,40,42,January,Sinopec,270,,Aramco,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
1312,Saudi Arabia,2019,21560,40,42,August,China Railway Construction,260,,Aramco,Utilities,Unspecified,Arab Middle East and North Africa,1,SAU,1
1313,Saudi Arabia,2019,21560,40,42,August,China Railway Construction,100,,,Transport,Rail,Arab Middle East and North Africa,1,SAU,1
1314,Saudi Arabia,2019,21560,40,42,October,CNOOC,700,,,Energy,Unspecified,Arab Middle East and North Africa,1,SAU,1
1315,Saudi Arabia,2019,21560,40,42,November,Sinopec,400,,Aramco,Energy,Gas,Arab Middle East and North Africa,1,SAU,1
1328,Saudi Arabia,2019,21560,40,42,December,Sinopec,140,,,Energy,Unspecified,Arab Middle East and North Africa,1,SAU,1
1333,Saudi Arabia,2019,21560,40,42,December,State Grid,1100,,Saudi Electricity,Utilities,Unspecified,Arab Middle East and North Africa,1,SAU,1
1334,Senegal,2019,4180,6,6,September,China Communications Construction,100,,,Transport,Autos,Sub-Saharan Africa,1,SEN,1
1323,Serbia,2019,7910,19,22,November,Zijin Mining,380,100%,Freeport McMoran,Metals,Unspecified,Europe,1,SRB,1
1325,Serbia,2019,7910,19,22,July,Hebei Steel,120,,,Metals,Steel,Europe,1,SRB,1
1300,Singapore,2019,35010,72,79,July,Qingjian,140,,,Real estate,Property,East Asia,1,SGP,1
1301,Singapore,2019,35010,72,79,July,State Construction Engineering,390,,Singapore Institute of Technology,Other,Education,East Asia,1,SGP,1
1302,Singapore,2019,35010,72,79,July,State Construction Engineering,260,,,Real estate,Construction,East Asia,1,SGP,1
1303,Singapore,2019,35010,72,79,August,State Construction Engineering,210,,JTC,Real estate,Construction,East Asia,1,SGP,1
1307,Singapore,2019,35010,72,79,September,Shanghai Tunnel Engineering,340,,,Transport,Rail,East Asia,1,SGP,1
1316,Singapore,2019,35010,72,79,March,YY,1080,68%,Bigo,Entertainment,Unspecified,East Asia,1,SGP,1
1317,Singapore,2019,35010,72,79,January,Shanghai Tunnel Engineering,450,,,Transport,Autos,East Asia,1,SGP,1
1318,Singapore,2019,35010,72,79,January,Hebei Steel,330,70%,Tata Steel,Metals,Steel,East Asia,1,SGP,1
1321,Singapore,2019,35010,72,79,May,China Railway Engineering,330,,,Transport,Autos,East Asia,1,SGP,1
1329,Singapore,2019,35010,72,79,May,State Construction Engineering,170,,,Real estate,Construction,East Asia,1,SGP,1
1332,Singapore,2019,35010,72,79,July,China Mobile,120,,,Technology,Telecom,East Asia,1,SGP,1
1335,Singapore,2019,35010,72,79,April,State Construction Engineering,110,,,Real estate,Construction,East Asia,1,SGP,1
1336,Singapore,2019,35010,72,79,October,China Communications Construction,200,40%,,Utilities,Unspecified,East Asia,1,SGP,1
1337,Singapore,2019,35010,72,79,November,Yanlord,420,33%,United Engineers,Real estate,Property,East Asia,1,SGP,1
1356,Singapore,2019,35010,72,79,October,Shanghai Tunnel Engineering,230,,,Transport,Aviation,East Asia,1,SGP,1
1359,Singapore,2019,35010,72,79,November,Tianjin Zhonghuan Semi,300,29%,Maxeon Solar,Energy,Alternative,East Asia,1,SGP,1
1360,Singapore,2019,35010,72,79,November,China Railway Construction,540,,,Transport,Autos,East Asia,1,SGP,1
1361,Singapore,2019,35010,72,79,November,China Railway Construction,540,,,Transport,Autos,East Asia,1,SGP,1
1362,Singapore,2019,35010,72,79,December,China Railway Construction,140,,,Transport,Autos,East Asia,1,SGP,1
1367,Singapore,2019,35010,72,79,April,State Construction Engineering,140,,Tee Yih Jia Food,Agriculture,Unspecified,East Asia,1,SGP,1
1375,Singapore,2019,35010,72,79,December,China Railway Construction,160,,,Transport,Rail,East Asia,1,SGP,1
1206,Solomon Islands,2019,200,1,1,November,"Jiangxi Wanguo, AXF",200,,,Metals,Unspecified,East Asia,1,SLB,1
1187,Sri Lanka,2019,7870,18,21,April,State Construction Engineering,100,,TRI-ZEN,Real estate,Construction,West Asia,1,LKA,1
1188,Sri Lanka,2019,7870,18,21,November,China Energy Engineering,290,,,Energy,Hydro,West Asia,1,LKA,1
1193,Tajikistan,2019,710,2,2,April,Sinomach,540,,Talco,Metals,Aluminum,West Asia,1,TJK,1
1153,Tanzania,2019,11340,21,22,August,China Railway Construction,270,,,Transport,Autos,Sub-Saharan Africa,1,TZA,1
1156,Tanzania,2019,11340,21,22,August,China Railway Construction,260,,,Transport,Autos,Sub-Saharan Africa,1,TZA,1
1157,Tanzania,2019,11340,21,22,August,Power Construction Corp,970,,,Energy,Hydro,Sub-Saharan Africa,1,TZA,1
1159,Tanzania,2019,11340,21,22,January,China National Building Material,990,,,Real estate,Construction,Sub-Saharan Africa,1,TZA,1
1174,Tanzania,2019,11340,21,22,December,Minmetals,280,,Magnis,Metals,Unspecified,Sub-Saharan Africa,1,TZA,1
1183,Tanzania,2019,11340,21,22,September,China Railway Engineering,150,,Mwalimu Nyerere Foundation ,Real estate,Construction,Sub-Saharan Africa,1,TZA,1
1184,Tanzania,2019,11340,21,22,September,Huaxin Cement,150,,ARM,Real estate,Construction,Sub-Saharan Africa,1,TZA,1
1167,Thailand,2019,6190,23,27,December,China Railway Signal and Communication,190,,,Transport,Rail,East Asia,1,THA,1
1190,Thailand,2019,6190,23,27,January,Hebei Steel,130,70%,Tata Steel,Metals,Steel,East Asia,1,THA,1
1191,Thailand,2019,6190,23,27,February,CNPC,280,,,Energy,Oil,East Asia,1,THA,1
1192,Thailand,2019,6190,23,27,October,China Communications Construction,110,,,Transport,Autos,East Asia,1,THA,1
1164,Trinidad-Tobago,2019,810,5,5,May,Shanghai Construction,160,,,Health,Unspecified,North America,1,THI,1
1168,Turkey,2019,5960,12,12,September,"State Power Investment, AVIC",1320,79%,,Energy,Coal,West Asia,1,TUR,1
1182,Turkey,2019,5960,12,12,December,China Merchants-led consortium,690,,,Transport,Autos,West Asia,1,TUR,1
1186,Turkey,2019,5960,12,12,November,China Electronics Technology,110,,Kaylon,Energy,Alternative,West Asia,1,TUR,1
1151,UAE,2019,25670,51,56,November,China Energy Engineering,370,,ACWA,Utilities,Unspecified,Arab Middle East and North Africa,1,ARE,1
1152,UAE,2019,25670,51,56,August,China National Chemical Engineering,460,,MAG,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1154,UAE,2019,25670,51,56,June,China Railway Construction,600,,Ghantoot,Transport,Rail,Arab Middle East and North Africa,1,ARE,1
1155,UAE,2019,25670,51,56,June,State Construction Engineering,120,,Deira,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1160,UAE,2019,25670,51,56,May,Power Construction Corp,460,,ACWA,Utilities,Unspecified,Arab Middle East and North Africa,1,ARE,1
1165,UAE,2019,25670,51,56,July,State Construction Engineering,120,,Emaar,Real estate,Property,Arab Middle East and North Africa,1,ARE,1
1166,UAE,2019,25670,51,56,December,State Construction Engineering,110,,,Real estate,Construction,Arab Middle East and North Africa,1,ARE,1
1179,UAE,2019,25670,51,56,January,Roadbot Tyre,610,100%,,Transport,Autos,Arab Middle East and North Africa,1,ARE,1
1180,UAE,2019,25670,51,56,March,State Construction Engineering,210,,SK Engineering,Transport,Rail,Arab Middle East and North Africa,1,ARE,1
1181,UAE,2019,25670,51,56,December,China Railway Construction,600,,,Transport,Rail,Arab Middle East and North Africa,1,ARE,1
1189,UAE,2019,25670,51,56,April,State Construction Engineering,190,,,Transport,Autos,Arab Middle East and North Africa,1,ARE,1
1195,UAE,2019,25670,51,56,March,Power Construction Corp,270,,,Energy,Gas,Arab Middle East and North Africa,1,ARE,1
1196,UAE,2019,25670,51,56,April,State Construction Engineering,200,,,Entertainment,Unspecified,Arab Middle East and North Africa,1,ARE,1
1170,Uganda,2019,2160,7,8,June,Power Construction Corp,210,,,Energy,Unspecified,Sub-Saharan Africa,1,UGA,1
1171,Uganda,2019,2160,7,8,October,Sinomach,220,,,Energy,Unspecified,Sub-Saharan Africa,1,UGA,1
1175,Ukraine,2019,3040,9,10,March,China Energy Engineering,150,,,Energy,Alternative,Europe,1,UKR,1
1176,Ukraine,2019,3040,9,10,June,Power Construction Corp,140,,Scatec,Energy,Alternative,Europe,1,UKR,1
1177,Ukraine,2019,3040,9,10,October,State Grid,1120,,NBT,Energy,Alternative,Europe,1,UKR,1
1161,Uzbekistan,2019,1980,11,13,November,Minmetals,110,,,Real estate,Construction,West Asia,1,UZB,1
1162,Uzbekistan,2019,1980,11,13,May,Huaxin Cement,150,100%,,Real estate,Construction,West Asia,1,UZB,1
1163,Uzbekistan,2019,1980,11,13,April,Anhui Conch,140,,,Real estate,Construction,West Asia,1,UZB,1
1169,Vietnam,2019,8460,20,27,January,GoerTek,260,100%,,Technology,Unspecified,East Asia,1,VNM,1
1172,Vietnam,2019,8460,20,27,January,China Poly,110,,Marubeni,Other,Timber,East Asia,1,VNM,1
1178,Vietnam,2019,8460,20,27,January,Shanxi Construction Investment,520,,,Energy,Alternative,East Asia,1,VNM,1
1185,Vietnam,2019,8460,20,27,February,"Minmetals, China Tianying",290,,,Energy,Alternative,East Asia,1,VNM,1
1194,Vietnam,2019,8460,20,27,April,China New Hope,170,,,Agriculture,Unspecified,East Asia,1,VNM,1
1173,Zambia,2019,8720,24,28,August,Sinomach,450,,,Utilities,Unspecified,Sub-Saharan Africa,1,ZMB,1
1158,Zimbabwe,2019,8130,15,16,March,Power Construction Corp,240,,,Utilities,Unspecified,Sub-Saharan Africa,1,ZWE,1
1235,Zimbabwe,2019,8130,15,16,July,China Energy Engineering,200,,,Energy,Alternative,Sub-Saharan Africa,1,ZWE,1
1377,Algeria,2020,8390,19,19,May,State Construction Engineering,120,,,Logistics,Unspecified,Arab Middle East and North Africa,1,DZA,1
1390,Bangladesh,2020,24960,45,45,July,China State Shipbuilding,120,,,Transport,Shipping,West Asia,1,BDG,1
1393,Bangladesh,2020,24960,45,45,June,Shanghai Electric,180,,North West,Energy,Gas,West Asia,1,BDG,1
1396,Bangladesh,2020,24960,45,45,March,Power Construction Corp,130,,PowerPac,Energy,Unspecified,West Asia,1,BDG,1
1397,Bangladesh,2020,24960,45,45,March,Beijing Urban Construction,260,,,Transport,Aviation,West Asia,1,BDG,1
1399,Bangladesh,2020,24960,45,45,February,"Shandong Gaosu, Power Construction Corp",860,70%,,Transport,Autos,West Asia,1,BDG,1
1386,Bosnia,2020,1960,7,7,June,China Energy Engineering,120,,EPBiH,Energy,Coal,Europe,1,BIH,1
1387,Bosnia,2020,1960,7,7,May,China Energy Engineering,220,,,Energy,Hydro,Europe,1,BIH,1
1389,Bosnia,2020,1960,7,7,April,"Sinomach, China Nonferrous",110,,M.T. Abraham,Metals,Aluminum,Europe,1,BIH,1
1379,Cambodia,2020,12010,30,30,April,China Railway Construction,160,,,Entertainment,Unspecified,East Asia,1,KHM,1
1381,Cambodia,2020,12010,30,30,September,Power Construction Corp,150,,Royal Progress,Real estate,Construction,East Asia,1,KHM,1
1382,Cambodia,2020,12010,30,30,November,Minmetals-led Unit,410,,,Transport,Aviation,East Asia,1,KHM,1
1383,Cambodia,2020,12010,30,30,November,Sinosteel,670,,Cambodian Royal,Energy,Coal,East Asia,1,KHM,1
1402,Cambodia,2020,12010,30,30,March,China Communications Construction,190,,,Transport,Autos,East Asia,1,KHM,1
1398,Chile,2020,12150,9,9,November,State Grid,3030,96%,Naturgy,Energy,Unspecified,South America,1,CHL,1
1380,Egypt,2020,14300,17,17,January,China Energy Engineering,290,,,Energy,Alternative,Arab Middle East and North Africa,1,EGY,1
1404,Ethiopia,2020,11010,37,37,August,Chongqing Foreign Trade and Economy Corporation,130,,,Transport,Autos,Sub-Saharan Africa,1,ETH,1
1376,Ghana,2020,7900,19,19,April,Power Construction Corp,930,,,Energy,Hydro,Sub-Saharan Africa,1,GHA,1
1378,Ghana,2020,7900,19,19,December,Chifeng Jilong,110,,Resolute,Metals,Unspecified,Sub-Saharan Africa,1,GHA,1
1442,Guinea,2020,10760,15,15,January,China Nonferrous,730,,Eurasian Resources,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
1457,Guyana,2020,1570,3,3,June,Zijin Mining,240,,Guyana Goldfields,Metals,Unspecified,South America,1,GUY,1
1456,Hungary,2020,2400,4,4,April,China Railway Engineering,1040,50%,,Transport,Rail,Europe,1,HUN,1
1448,Indonesia,2020,36050,76,76,December,Datang,390,75%,Sinarmas,Energy,Coal,East Asia,1,IDN,1
1449,Indonesia,2020,36050,76,76,August,China Energy Engineering,160,,Abadi,Metals,Steel,East Asia,1,IDN,1
1450,Indonesia,2020,36050,76,76,May,China Railway Engineering,1370,,,Transport,Rail,East Asia,1,IDN,1
1452,Indonesia,2020,36050,76,76,March,Zhejiang Lygend,530,,,Metals,Steel,East Asia,1,IDN,1
1453,Indonesia,2020,36050,76,76,February,Power Construction Corp,780,,,Energy,Hydro,East Asia,1,IDN,1
1454,Indonesia,2020,36050,76,76,January,Chinalco,520,,Aneka Tambang and Asahan,Metals,Aluminum,East Asia,1,IDN,1
1461,Iraq,2020,10020,26,26,March,CNPC,200,,,Energy,Gas,Arab Middle East and North Africa,1,IRQ,1
1462,Ivory Coast,2020,3250,10,10,August,China Communications Construction,430,,,Transport,Shipping,Sub-Saharan Africa,1,CIV,1
1477,Ivory Coast,2020,3250,10,10,October,China Communications Construction,110,,,Transport,Autos,Sub-Saharan Africa,1,CIV,1
1476,Kazakhstan,2020,11930,24,24,December,State Construction Engineering,320,,,Transport,Rail,West Asia,1,KAZ,1
1474,Kuwait,2020,8240,20,20,August,Sinopec,180,,,Energy,Oil,Arab Middle East and North Africa,1,KWT,1
1475,Kuwait,2020,8240,20,20,January,State Construction Engineering,100,,,Other,Industry,Arab Middle East and North Africa,1,KWT,1
1472,Laos,2020,21040,37,37,September,Southern Power,1200,,,Energy,Unspecified,East Asia,1,LAO,1
1473,Laos,2020,21040,37,37,May,China Railway Engineering,140,,,Transport,Rail,East Asia,1,LAO,1
1471,Malaysia,2020,30100,58,58,March,China Everbright,140,62%,Laureate,Other,Education,East Asia,1,MYS,1
1470,Myanmar,2020,5700,16,16,June,China Energy Engineering,280,70%,,Real estate,Construction,East Asia,1,MMR,1
1469,Namibia,2020,3250,7,7,January,West China Cement,100,,Ohorongo Cement,Real estate,Construction,Sub-Saharan Africa,1,NAM,1
1468,New Zealand,2020,2620,9,9,September,China Communications Construction,130,,McConnell Dowell,Transport,Rail,East Asia,1,NZL,1
1467,Niger,2020,3040,4,4,September,China Energy Engineering,110,,,Energy,Hydro,Sub-Saharan Africa,1,NER,1
1465,Nigeria,2020,26480,33,33,March,China Communications Construction,220,53%,Tolaram,Transport,Shipping,Sub-Saharan Africa,1,NER,1
1466,Nigeria,2020,26480,33,33,February,China Railway Construction,990,,,Transport,Rail,Sub-Saharan Africa,1,NER,1
1444,Oman,2020,5590,9,9,September,Power Construction Corp,400,,,Energy,Alternative,Arab Middle East and North Africa,1,OMN,1
1463,Oman,2020,5590,9,9,August,China National Chemical Engineering-led Group,410,,Sohar Asphalt,Chemicals,Unspecified,Arab Middle East and North Africa,1,OMN,1
1464,Oman,2020,5590,9,9,February,Hunan Construction Engineering,320,,,Utilities,Unspecified,Arab Middle East and North Africa,1,OMN,1
1418,Pakistan,2020,49120,63,63,September,China Communications Construction,130,,,Other,Industry,West Asia,1,PAK,1
1419,Pakistan,2020,49120,63,63,July,China Energy Engineering,1230,80%,Laraib,Energy,Hydro,West Asia,1,PAK,1
1420,Pakistan,2020,49120,63,63,June,Power Construction Corp,1930,70%,,Energy,Hydro,West Asia,1,PAK,1
1417,Panama,2020,3090,7,7,May,China Energy Engineering,110,,Panasolar,Energy,Alternative,North America,1,PAN,1
1416,Peru,2020,20960,14,14,March,China Railway Engineering,120,,,Other,Unspecified,South America,1,PER,1
1422,Peru,2020,20960,14,14,April,China Ocean Shipping,780,60%,,Transport,Shipping,South America,1,PER,1
1413,Philippines,2020,9830,21,21,September,State Construction Engineering,1260,,,Transport,Rail,East Asia,1,PHL,1
1415,Philippines,2020,9830,21,21,March,Huawei,190,,,Technology,Unspecified,East Asia,1,PHL,1
1410,Poland,2020,2150,11,11,August,Power Construction Corp,530,,,Transport,Rail,Europe,1,PNH,1
1412,Poland,2020,2150,11,11,February,China National Building Material,100,,,Energy,Alternative,Europe,1,HRV,1
1408,Qatar,2020,3830,10,10,June,China Railway Construction,290,,,Real estate,Construction,Arab Middle East and North Africa,1,QAT,1
1409,Qatar,2020,3830,10,10,February,Power Construction Corp,460,,Marubeni and Total,Energy,Alternative,Arab Middle East and North Africa,1,QAT,1
1414,Russian Federation,2020,35060,47,47,September,Great Wall Motor,540,,,Transport,Autos,West Asia,1,RUS,1
1423,Russian Federation,2020,35060,47,47,October,China National Chemical Engineering,890,,Gazprom,Chemicals,Unspecified,West Asia,1,RUS,1
1424,Russian Federation,2020,35060,47,47,October,China National Chemical Engineering,450,,SHCHEKINOAZOT,Chemicals,Unspecified,West Asia,1,RUS,1
1425,Rwanda,2020,1050,6,6,May,Power Construction Corp,210,,Rwanda Energy,Energy,Hydro,Sub-Saharan Africa,1,RWA,1
1436,Saudi Arabia,2020,23210,42,42,August,Sinopec,1220,,Aramco,Energy,Oil,Arab Middle East and North Africa,1,SAU,1
1437,Saudi Arabia,2020,23210,42,42,May,Power Construction Corp,430,,ACWA,Utilities,Unspecified,Arab Middle East and North Africa,1,SAU,1
1433,Serbia,2020,9600,22,22,October,China Communications Construction-led Unit,710,,,Transport,Autos,Europe,1,SRB,1
1434,Serbia,2020,9600,22,22,June,Shandong Gaosu,180,,,Transport,Autos,Europe,1,SRB,1
1435,Serbia,2020,9600,22,22,February,Zijin Mining,800,,RTB Bor.,Metals,Copper,Europe,1,SRB,1
1406,Singapore,2020,37330,79,79,December,State Construction Engineering,180,,,Utilities,Unspecified,East Asia,1,SGP,1
1426,Singapore,2020,37330,79,79,August,China National Chemical Engineering,300,,Les Ciments Du Sahel,Real estate,Construction,East Asia,1,SGP,1
1427,Singapore,2020,37330,79,79,July,Power Construction Corp,330,,,Utilities,Unspecified,East Asia,1,SGP,1
1428,Singapore,2020,37330,79,79,June,China Maple Leaf Educational,490,,Southern Capital and HPEF Capital,Other,Education,East Asia,1,SGP,1
1429,Singapore,2020,37330,79,79,May,Alibaba,600,50%,,Real estate,Property,East Asia,1,SGP,1
1430,Singapore,2020,37330,79,79,April,China Communications Construction,320,31%,,Utilities,Unspecified,East Asia,1,SGP,1
1431,Singapore,2020,37330,79,79,February,State Construction Engineering,100,70%,JTC,Real estate,Construction,East Asia,1,SGP,1
1432,South Korea,2020,10460,15,15,June,Shanshan Technology,760,70%,LG,Technology,Unspecified,East Asia,1,KOR,1
1438,Sri Lanka,2020,8840,21,21,May,Shandong Haohua,450,,,Transport,Autos,West Asia,1,LKA,1
1439,Sri Lanka,2020,8840,21,21,June,Sinomach,220,49%,,Energy,Coal,West Asia,1,LKA,1
1440,Sri Lanka,2020,8840,21,21,November,Shandong Haohua,300,100%,,Transport,Autos,West Asia,1,LKA,1
1411,Tanzania,2020,11440,22,22,July,"China Railway Construction, AVIC",100,,,Transport,Autos,Sub-Saharan Africa,1,TZA,1
1421,Thailand,2020,7830,27,27,February,Great Wall Motor,200,,GM,Transport,Autos,East Asia,1,THA,1
1441,Thailand,2020,7830,27,27,February,China Railway Construction,740,10%,,Transport,Rail,East Asia,1,THA,1
1443,Thailand,2020,7830,27,27,September,China Communications Construction,280,,,Transport,Shipping,East Asia,1,THA,1
1478,Thailand,2020,7830,27,27,October,China Railway Engineering,420,,,Transport,Rail,East Asia,1,THA,1
1445,UAE,2020,27070,56,56,September,CNPC,140,,,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
1446,UAE,2020,27070,56,56,September,"China National Chemical Engineering, East China Engineering",390,,Ghantoot,Chemicals,Unspecified,Arab Middle East and North Africa,1,ARE,1
1447,UAE,2020,27070,56,56,November,CNPC-led Unit,520,,ADNOC,Energy,Oil,Arab Middle East and North Africa,1,ARE,1
1451,UAE,2020,27070,56,56,July,CRRC,120,,,Transport,Rail,Arab Middle East and North Africa,1,ARE,1
1460,UAE,2020,27070,56,56,February,Power Construction Corp,230,,Larsen and Toubro,Transport,Rail,Arab Middle East and North Africa,1,ARE,1
1459,Uganda,2020,2310,8,8,December,China Railway Construction,150,,,Transport,Autos,Sub-Saharan Africa,1,UGA,1
1455,Ukraine,2020,3280,10,10,March,China Energy Engineering,240,,Cindrigo,Energy,Alternative,Europe,1,UKR,1
1407,Uzbekistan,2020,2200,13,13,December,Power Construction Corp-led Unit,120,,,Energy,Alternative,West Asia,1,UZB,1
1458,Uzbekistan,2020,2200,13,13,April,China Railway Construction,100,,,Transport,Autos,West Asia,1,UZB,1
1384,Vietnam,2020,12630,27,27,December,"Power Construction Corp, Minmetals",460,,,Energy,Alternative,East Asia,1,VNM,1
1385,Vietnam,2020,12630,27,27,November,JA Solar,320,100%,,Energy,Alternative,East Asia,1,VNM,1
1388,Vietnam,2020,12630,27,27,October,Global Logistics Properties,750,50%,SEA Logistics Partners,Logistics,Unspecified,East Asia,1,VNM,1
1391,Vietnam,2020,12630,27,27,September,Power Construction Corp,180,,BCG,Energy,Alternative,East Asia,1,VNM,1
1392,Vietnam,2020,12630,27,27,May,China Energy Engineering,1400,,ACWA and Taekwang,Energy,Coal,East Asia,1,VNM,1
1394,Vietnam,2020,12630,27,27,March,Power Construction Corp,310,,,Energy,Alternative,East Asia,1,VNM,1
1395,Vietnam,2020,12630,27,27,January,China Energy Engineering,750,,,Energy,Coal,East Asia,1,VNM,1
1400,Zambia,2020,10370,28,28,January,Sun Share Investments,140,100%,,Real estate,Property,Sub-Saharan Africa,1,ZMB,1
1401,Zambia,2020,10370,28,28,March,China Railway Construction,830,,,Transport,Rail,Sub-Saharan Africa,1,ZMB,1
1403,Zambia,2020,10370,28,28,May,Anhui Zhongding,130,,,Health,Unspecified,Sub-Saharan Africa,1,ZMB,1
1405,Zambia,2020,10370,28,28,May,Power Construction Corp,550,,Zesco,Energy,Alternative,Sub-Saharan Africa,1,ZMB,1
1479,Zimbabwe,2020,8760,16,16,March,Power Construction Corp,630,,,Energy,Coal,Sub-Saharan Africa,1,ZWE,1
